origin_tweet_full_text,retweet_count
"@Partono_ADjem Yg aneh Bangladesh kgk ada klaster Petamburan koq peringkatnya nyerempet2 indo ..

""Kopid kan nyebar nya di Petamburan aja"", dokter bandara..

bandara mah aman sentosa kan ada dokter ..
https://t.co/fomjd1dOyn",0
Dibawah bangladesh 😲😲🤭 https://t.co/m2y5ZCNEPX,0
"Bobrok, malah bersyukur, Bro ?
belum sehat betul kah ? https://t.co/xdoANndWfS",0
"Gimana kagak bangga ma pa presiden, ekonomi no 13, penanganan covid ke 85 dunia, asean malah no 1..... korupsi no 3, hasil kerja....kerja....dan kerja...... https://t.co/DBBDU9fEZp",0
Emang enak punya pemimpin amatiran. 🤪 https://t.co/R4FCptJWHA,0
Dan presidennya mengklaim berhasil tangani pandemi https://t.co/i43Wd33Hbv,0
Semoga bisa bertahan 😞🙏 https://t.co/P21hLCdxlq,0
Bersyukur dan merenung 😉😉 https://t.co/M2uU5uAsQh,0
itu aja udah ketolong sama @aniesbaswedan https://t.co/TElfdnjbSC,0
Terima kasih keberhasilan nya @jokowi https://t.co/fgmjIvrcbI,0
Sedih. Dibawah Bangladesh..!  Cooooobaaa itu... Hadeehh... Banglaaaaaaaadesh..gitu loohh. Negara yg pernah dijadikan thema lagu oleh George Harrison personil the beatles krn miskinnya... 😕 https://t.co/I0wVl85iMT,0
Kasus Covid-19 di Indonesia Tembus 1 Juta: Klaster Keluarga Bermunculan  https://t.co/b3eeQOy8TN,0
Personil Polsek Rengasdengklok bersama Forkopimcam Kec Rengasdengklok kab karawang Melaksanakan Operasi Yustisi penegakan disiplin untuk mematuhi protokol kesehatan dalam rangka penerapan Pemberlakukan Pembatasan Kegiatan Masyarakat (PPKM) untuk mencegah penyebaran Covid-19 . . https://t.co/9k3DW4isKD,0
Total lockdown bukan penyelesaian masalah Covid yg dah ada dalam society wahai Umno .Vaksin adalah penyelesaian .Sbb vaksin takde maka massive Test adalah alternatif.Tapi di Malaysia bila buat massive Test tengok result kan semua melompat suruh lockdown bukan isolate yg positif.,0
"Wali Kota Tangerang H. Arief R. Wismansyah menjalani vaksinasi kedua Covid-19 oleh Dinas Kesehatan Kota Tangerang yang berlangsung di Pusat Pemerintahan Kota Tangerang, Jumat (29/1).  @AriefWismansyah @Kota_Tangerang #dinkeskotatangerang #kotatangerang https://t.co/zQBKyqUXDv",0
waspada penyebaran covid-19 . . #PoldaJatim #PolresMadiun #MadiunKabupaten #AKBPBagoesWibisono #lawancovid19 #adaptasikebiasaanbaru #jagajarak #cucitangan #gunakanmasker #jangantertular #jangannularin #maskermumelindungiku #maskerkumelindungimu . . https://t.co/x0tWNyhD4j,0
Maybe kalau aku ada sekali kene covid kot..,0
Dokter Spesialis Patologi RSA UGM: Perjalanan Covid-19 di Tubuh Bisa Dilihat dari Rapid Tes dan PCR https://t.co/0Hrp9ZIAwf https://t.co/FsGvWUnOpH,0
"Bhabinkamtibmas Kelurahan Duyu Brigadir A. R Moga. Silturahmi kewarga jln Cemangi memberikan himbauan Prokes (Covid-19) dengan melaksanakan (3 M), Selalu memakai masker,  mencuci tangan,&amp; menjaga jarak,  menjaga kebersihan &amp; keamanan dilingkungan masing, sabtu 30 Januari 2021. https://t.co/c1OPg5bfVu",0
"Nggak aneh bung...
Kan biar berseri-seri dan berjilid-jilid...
Kan gurih anggarane yg super jumbo full proteksi uu.
Paribasan kopat kopit bertahun-tahun yg penting guriiih... https://t.co/wXntqSAUYe",0
"@jaaaaakk duh bapa aku bgt, pertama2 ga percaya covid itu ada setelah temen kantornya banyak yg kena baru percaya dah tu, syukurlah udah tercerahkan.",0
"Kita musti bersyukur, kalau kita masih di bawah bangladesh. Kita musti sopan sama abg abg yang laen. https://t.co/bfvGj6P7bV",0
"Kwa raia wengi nchini Iran waliokuwa wanatarajia kufunga ndoa,wamelazimika kufanya mabadiliko na marekebisho ya mipango yao ya harusi, wakikabiliwa na vizuizi vilivyoletwa na janga la COVID-19.  https://t.co/Op94Uy1uoa https://t.co/EM6Ll0EqjE",0
"Polsek Banyuanyar - Dalam rangka menekan penyebaran dan menekan angka peningkatan Covid-19 di wilayah Kabupaten Probolinggo khususnya Kecamatan Banyuanyar, Tim satgas Covid-19 Kecamatan Banyuanyar melaksanakan Operasi Yustisi gabungan. Sabtu, 30 Januari 2021. https://t.co/zzkHlOWGFl",0
@fahrifary @jaaaaakk Jujur aja pak RT gtu salah si....tapiiiii..monmaap emg puaaass bgt klo bisa nyinyir ke org yg ngeyelan gtu si emg. Kaya plong bgt gtu...,0
Alhamdulillah diberikan kesempatan kumpul keluarga komplit lagi setelah kena covid 19 cluster keluarga.,0
"""KARIMUN BERMASKER""  Polsek Meral Polres Karimun melaks Patroli &amp; Himbauan Perbup No. 49 Tahun 2020, tentang Pendisiplinan Masyarakat terhadap Protokol Kesehatan &amp; membagikan Masker dlm Rangka pencegahan Penyebaran Covid-19 Menuju Adaptasi Kebiasaan Baru.   #adaptasikebiasaanbaru https://t.co/yCF1PDOOJ3",0
"Walaupun tahun 2020 adalah tahun yang amat mencabar akibat pandemik COVID-19, prestasi perdagangan Malaysia tetap merekodkan lebihan dagangan - eksport melebihi import- atau bermaksud syarikat Malaysia https://t.co/12asoPzg4o",0
@US_FDA saya nak tanya joe admin berapa lama plan untuk setlekan covid ini?1 bulan?sepatutnya kita jadi negara paling utama untuk setlekan covid nie....saya bagi 1-2 bulan.....how you plans thats? https://t.co/UuuxFwIzsM,0
"Selama karantina Covid, dianterin ini itu banyak sekali. Bersyukur sih, cuma di sisi lain jadi kayak beban. Berasa punya hutang budi 😬",0
"Peta Zonasi Risiko Covid-19 di Daerah Istimewa Yogyakarta, Tiga Kabupaten Berstatus Zona Merah https://t.co/OvqbuwKGMh via @tribunjogja",0
"Update Covid-19 Kabupaten Bondowoso ⁣⁣⁣⁣⁣⁣⁣⁣⁣ Per Hari Sabtu, Tanggal 30 Januari 2021 . +15 Konfirmasi  +14 Sembuh +2 Meninggal . Mohon maaf jika ada keterlambatan update ⬇️⬇️⬇️⬇️⬇️ https://t.co/m69kzFmHNB https://t.co/QCrEwyhluL",0
"Pilkada 2022 urung dilaksanakan dengan alasan covid19 masih belum usai, tapi giliran pilkada 2020 yg masih darurat covid justru ttp dibolehkan saja dgn alasan dilindungi UU.  Sontoloyo jokowi. https://t.co/f6pdSmpDOa",0
"Abis rekap keuangan, dan ternyata pengeluaran bulan inj bikin kaget! Bener ya covid itu bikin bangkrut apalagi aku jg harus nyiapin untuk perlengkapan lahiran, ini tuh aku masih untung makan ga keluar uang (kecuali lg pengen online food). Stay safe guys jangan sampai kena covid.",0
"Sangat Dibutuhkan, 100 Donor Plasma Darah Ditunggu Satu Pasien Covid https://t.co/gMW0xE0KKK lewat @radarbogorID",0
Saya bagi waktu kritikal 1-2 bulan.....sediakan plans yang bersistematik dari vaksinisasi hingga ke ekonomi...cukup dan cukup management yang berterabur...saya mahu tahu progress now hingga covid terhapus terus.... https://t.co/MpQE3ebhug,0
"""Per kemarin, alhamdulillah ICU 67 persen, isolasi biasa 69 persen. Mulai tampak penurunan karena awal PPKM isolasi biasa 80 persen dan Isolasi ICU 73 persen,"" ujar Juru Bicara Gugus Kuratif Satgas Penanganan Covid-19 Jatim (Gubernur Jawa Timur )",0
"Kementerian @kemkominfo menargetkan semua daerah di Indonesia bisa merasakan jaringan 4G pada 2022. Direktur Jenderal @djikp, @widodomuktiyo mengatakan pandemi COVID-19 saat ini terjadi menunjukkan akselerasi transformasi digital Indonesia. https://t.co/CGZRr1Qm6y #InfoPublik https://t.co/Wlqk1lyDdD",0
Ketua DPRD Sulut: Mitra Jadi Contoh Bagi Daerah Lain untuk Penanganan Covid-19 https://t.co/UZztqLDsva https://t.co/hsmLka5D02,0
"KAPOLRES BUOL AKBP DIENO HENDRO WIDODO, S.I.K., SIAP MENJADI ORANG PERTAMA UNTUK DI VAKSIN COVID-19 DI KABUPATEN BUOL https://t.co/UWS0f4sR2u",0
"Mimpi kejar2an anjir. Jd ada yg berusaha ambil vaksin covid buat dijual lagi, nah gua kejarin tuh org2 yg jahatnya. WKWKWKW. Sampe cowo gue ternyata dalangnya anjir (ceritanya w punya cowo, ganteng dah masa tp gatau siapa doi)",0
Panglima TNI kok beda suara dengan Panglima Tertinggi yg anggap pemerintah sukses tangani covid 19? https://t.co/7Jn6bZdrOR,0
"Berita : Vaksin COVID-19 Sinovac punya efikasi 65,3 persen, apa artinya? https://t.co/fNyPBjd9WA #Citrafm #Lubuklinggau",0
"@Relawananies aaiih..mundur dikit bisa pak anies..?
cerdasnya kelewatan ..

eeaaa eaaa..",0
Personil Polsek Rengasdengklok bersama Forkopimcam Kec Rengasdengklok kab karawang Melaksanakan Operasi Yustisi penegakan disiplin untuk mematuhi protokol kesehatan dalam rangka penerapan Pemberlakukan Pembatasan Kegiatan Masyarakat (PPKM) untuk mencegah penyebaran Covid-19 . . https://t.co/yBza5JfYw1,0
Aamiin ya rabbal alamiin... Semoga musibah bangsa ini segera berakhir.. Aamiin ya rabbal alamiin 🤲🤲🤲 https://t.co/qXtdyfnP54,0
@aniesbaswedan @hum_initiative @dinkesJKT Semoga ALLAH SWT memberkahi jg meRahmati Bp Anies serta menambah kan Nikmat Iman Islam... Sukses selalu dgn Izin ALLAH SWT,0
"@jokowi ~~~~~THREAD~~~~~

Yth Bpk presiden @jokowi 

Saya TKW di hongkong pak

Tolong bantu saya, saya korban misselling.
FA @AXA_Mandiri merekayasa data, saya bukan pemilik toko.Saya TKW

@erickthohir 
@KemenBUMN 
@Masinton 
@Menlu_RI 
@DPR_RI 
@psi_id 
@TirtoID https://t.co/UQETtBQwkR",0
"Wah ini kebanyakan isinya suster yang uda sepuh. 🥺

Inget bgt dulu jaman kecil suka nemenin Mami ngajar Bahasa Belanda-Indonesia di sana, buat suster Belanda dan suster Indonesia, manggilnya pasti ""suster-suster oma"" 🥺 https://t.co/ObGHCUoqzO",0
Asembuooohhhh.... Sing gawe virus covid siniiii tak jak mangan burjo bareng!! Gawe geger sak dunia akherat https://t.co/GfgVLP7dy8,0
Kasih hand sanitizer gais lubang pantat nya... https://t.co/tGhF00H21J,0
Yahduh 🤦 https://t.co/uRZfWZQtJp,0
Astagaa apa lagi ini anjing?! https://t.co/Q5lG36mjFY,0
Apalageee siihh..gw demen kentut bau pula :) https://t.co/eBuv7pSVMI,0
Oh men daritadi aku kena serangan kentut dari @Bayuarifta16 😢 perlu di cek nih https://t.co/uRej9MefOL,0
Bisa bisa gstring sama panties lucu gak recomended lagi hiks https://t.co/13nabecN5u,0
Ketutlah sebelum kentut itu dilarang https://t.co/qmuRVJqoOO,0
Geus rupa-rupa wae https://t.co/tcoil7itby,0
Wah asu tenan nek iki 🤣 https://t.co/BuMtRa8wrp,0
*ancang-ancang membuat face shield untuk pantat* https://t.co/9L8I4rFMMq,0
"@aniesbaswedan @hum_initiative @dinkesJKT Dapet bantuan,tapi duit anggaran kovid keluar terus, kemana tuh ngalirnya?",0
Wah gimana caranya swap lewat dubur wkwk https://t.co/KcTmdmtXEu,0
@Ubaidullah_Sdq Ijin yai...mohon kiranya BS dikirim ke kami buku nya.kami team Arjuna sakti setiap hari pegang jenazah covid.biaya dan ongkir BS kirim ke 081287145587.kami sangt membutuhkan nya.,0
@Ubaidullah_Sdq @tsuroiya Mantab nih. Share pdf nya dong pak Yai,0
cancut besi diproduksi massal nih abis ini https://t.co/kbbLjvvFws,0
"Yg di video bener banget anjrit, sebagai anak yg bapaknya kerja proyekan, gajinya ditilep mulu sama bosnya astagfirullah. Kemarin baru kejadian setengah gaji bapak menghilang gitu aja🙃 https://t.co/SAcEZb73wx",0
Ada2 saja 😂 https://t.co/IE4CYBul6T,0
"@Ubaidullah_Sdq @tsuroiya Share file yai
Dr cabang kudus",0
"@jokowi setuju 👍🏻
yang paling penting adalah tetap disiplin menjalankan protokol kesehatan.
#PakaiMasker #JagaJarak https://t.co/qcwNSjzaNv",0
@jokowi Pak aku hanya ingin bertanya apa untung nya @permadiaktivis1  ini bapak piara.. Hanya untuk buat perpecahan bangsa,0
"@jokowi Dulu bilang Corona gk bakal masuk Indonesia, yg sehat gk usah maskeran, dulu Corona disepelekan. Emang dasar rezim plin-plan",0
@YudhiHariWb warung yg mengisi hari hari tingkat 3 ku 🥲 tiap hari delivery sobat troooss. semoga cepet dapet kerjaan ya mas sobat 🙏,0
@jokowi Menurutku pak hrus ada ktegsan mslh prokes dikota atau provinsi yg zona merah sma kuning,0
Alhamdulillah ...🙏 https://t.co/UKEI4PprjG,0
"Lanjutkan 
#Anieskeren https://t.co/QirzIVr1Zw",0
"RT jokowi ""Vaksinasi Covid-19 sudah kita mulai.  Di luar itu, yang paling penting adalah tetap disiplin menjalankan protokol kesehatan. https://t.co/jx9yLjJbgv""",0
"Baru saja mengikuti program vaksinasi COVID-19 sebagai salah satu ikhtiar menghentikan pandemi yg terjadi. Tdk perlu takut, kebanyakan hanya merasakan efek ngantuk &amp; lapar.  Saya sendiri agak sulit menentukan, lapar yg muncul karena abis suntik vaksin atau karena emang hobi makan",0
Jepang mah Cemen pemerintah Indonesia dong keren!! Ga dikit2 minta maaf 😊 https://t.co/4HDWV77h9V,0
Semoga semua suster dan perawat di Biara St. Anna yang terpapar Covid-19 lekas dipulihkan dan sembuh seperti sedia kala... aamiin 🙏🏻🙏🏻 https://t.co/1w50Ks32f6,0
@aniesbaswedan @hum_initiative @dinkesJKT Minta kerjaan pak 😢😢😢@aniesbaswedan,0
@aniesbaswedan @hum_initiative @dinkesJKT Jagaunit yg dikdhjgn cepat rusakmental ppns hrs jaga pelihara unit ini,0
"mau jeda tagihan krtu kredit &amp; KTA tempo 12bln kedpn dan dapatkan potongan diskon hinga 50% utk tagihannya
info lnjt whatsapp : 081292927213 https://t.co/UzQdWDcSVr",0
Alhamdulillah https://t.co/sfvDd5QLRY,0
"Yaah Pak Anies jgn gtu Pak,kasian blm pda makan https://t.co/Lt65Qaw7gf",0
"Semoga bermanfaat bagi masyarakat pak @aniesbaswedan. 
Sehat selalu dan kerjalah buat rakyat  Jakarta. 🙏👍 https://t.co/BYjo11uney",0
Beda ama yang di sini bukannya minta maaf malah minta wakaf... https://t.co/0EYjNRMvEP,0
Klo pemimpin sini? 😂😂😂😂 https://t.co/uNDbywOAzA,0
"Pemimpin Yang Mengerti Rakyatnya.

Tiada kejadian di negeri Ngamarta.
Malah Rakyat ditanbah penderitaannya.
Eh bukan minta maaf, malah minta wakaf.

Sementara Umat Islam digelandangkan. https://t.co/wCZ4Y0VKAc",0
BEDA JAU YA DGN NEGARA YG URUS HOBI NGIBUL GK AKAN MEMINTAK MAAF ATAS KEKURANGAN KERKYTNYA.KALAU JAPAN ORANG WARAS GK ADA SALANYA MINTAK MAAF SM MASYRAKATNYA ITU PENTING. https://t.co/UMizwGsLsk,0
haha wis ngerti https://t.co/ZV1AAHaAMG,0
"Kalo disini ga kenal minta maaf, yg ada minta wakaf 😂 https://t.co/MuG27xLyFg",0
@fahiraidris @DPDRI @DKIJakarta @republikaonline @kumparan @aniesbaswedan @CNNIndonesia @kompascom @rmol_id @muhammadhamim Alloh lipat gandakan...apa yg ibu hibahkan.....kelak akan menuntun ibu ke pintu surga.....aamiin,0
@jokowi Lebih sulitkah memberantas peredaran Narkoba dari pemberantasan covid pak Presiden ??,0
Tanggungjawab demi rakyatnya.... https://t.co/4sLKls87kp,0
di sini malah ditututpin dg ngibul.. https://t.co/osPinJ6leK,0
Ini baru pemimpin...👍👍 https://t.co/X02RfMVJHE,0
Seorang pemimpin yg baik mau mengakui kesalahanya bukan malah menyalahkan orang lain https://t.co/nRJuSVKys1,0
Alhamdulillah https://t.co/4NuXoNbYJ8,0
Laries Manies Tanjuang Kimpulll... https://t.co/RK4yNIwJUc,0
Yang memframing anies menyerah adalah Media ebong nan GOBLOK dan BuzzerRP gila https://t.co/LiIYlCb6Uy,0
"Mantap Bung Anies Baswedan Gubernur terhebat Indonesia, sehat &amp; sukses selalu. https://t.co/y63krFp6Mg",0
Skakkkk.... Maattt... https://t.co/YrbylfpkkS,0
@Relawananies Metro hobinya mancing rusuh..,0
@Relawananies @Reiza_Patters Inilah org yg bekerja dgn sungguh beda dgn kerja dgn cari pencitraan aemoga Amanah tetap di pegang dan Allah akan selalu melindungi,0
"Dikita boro2 malah nyalah-nyalahi warganya, suruh merenunglah, suruh jaga dirilah, dibilangin joroklah...kontradiktif emang malah bilang bangga kendalikan korona.. negeri kebalikan https://t.co/mHr2ILeZQV",0
@jokowi Tolong pemerintah pusat maupun daerah harus banyak pengawasan dilapangan tentang disiplin Protokol Kesehatan 🙏🙏,0
Tuhan tolong berkati Pak Jokowi https://t.co/ypx0oILQ1e,0
"Mukidi ngomong gak lancar, ga cerdas pula 😂 https://t.co/HwhVVVYdew",0
"Lihat dan dengarkan ini wahai kau yg ingin membuat gaduh...

#AniesKeren
#GubernurGueKerenPemprovGueTOP https://t.co/SNBZUe1uHv",0
@Ubaidullah_Sdq Buku yang bermanfaat,0
"Kok negara kita no 3 d dunia nakes nya meninggal karma covid?? 
Moga kedepan nya nakes kita bisa lebih terlindungi lagi Ya Allah 😭😭 https://t.co/2RAb2GVK6Q",0
"@Ubaidullah_Sdq pak yai kalau bisa ada file PDFnya biar bisa kamu download,  saya dan teman2 banser jadi relawan pemulasaraan jenazah pasien covid akan sangat terbantu dengan adanya panduan ini.",0
Belajar dr tempat lain membaca sejarah .. solusi https://t.co/kVnt8NoHZ6,0
Mulai mana?? Mana gua aja belom dapet pak https://t.co/4DOXbVG0fv,0
"@ApriliaLin @andy_nomicin @KPK_RI Kalau Novel yang turun unruk audit, sama saja jeruk makan jeruk,, taliban kita sudah tau itu.",0
"@Ubaidullah_Sdq Alhamdulillah..
Barakalloh..",0
@Ubaidullah_Sdq Alhamdulilah... sehat selalu Romo Yai..🙏,0
"Ini bagus nih, baiknya di perbanyak dan di serbarkan ke rumah sakit2 https://t.co/YuKXFgBt8d",0
Alhamdulillah... Akhirnya ada panduan lengkapnya.. https://t.co/VbRzqkjpY3,0
Alhamdulillah... https://t.co/3I0eRZ1nfQ,0
"Alhamdulillah, barakallah Yai.. 🙏 https://t.co/XyfKXjtis9",0
alhamdulillah https://t.co/GYiWEkkyXQ,0
"@ApriliaLin @KakekHalal @KPK_RI Sepertinya ga mungkin, ga cukup nyali dia buat audit balai kota DKI",0
apa ada versi PDFnya? https://t.co/oZSGQQ0tVQ,0
Sikap Kesatria Pemimpin ya hrs seperti ini https://t.co/hHlRdcbU8E,0
"@Ubaidullah_Sdq fpi juga punya buku panduan, dari terima orderan demo sampai pembayaran. Ya mirip2 buku panduan procurement mengenai P2P, procure to payment.",0
"Masih belum paham juga elu dgn klarifikasi ini? 
Sungguh terlaluuuuu.. 
Tapi ya sudahlah nyatanya MasGub  @aniesbaswedan telah menunjukkan kapasitasnya sebagai pimpinan yg mumpuni untuk menangani Pandemi ini.. 
Sehat dan ikhlas selalu mas Anies.. https://t.co/L6YPZ8ppfI",0
"Iya, betul Pak Gub @aniesbaswedan , saya selalu mengikuti berita tentang Pak Anies dan DKI ini dari awal covid yaitu Maret 2020 sampai sekarang. Pak Anies selalu mengingatkan dan terdepan, pusat aja yang menghalang2i. Dasar pusat OD sih, sekarang baru kelimpungan. https://t.co/bnduGOEOQJ",0
"Unfollow aja lah, ga penting https://t.co/9gKpaNkMTC",0
@ApriliaLin @KPK_RI Menanti dibawah pohon toge,0
@ApriliaLin @KPK_RI Kapan pimpin tangkap gub dki?,0
Baik! Met wiken Pak Presiden! https://t.co/8gBW4Cw4zj,0
"@jokowi Hallo pak presiden jokowi mau sepeda..,haha bercanda kok pak,maaf🤣🤗",0
@ApriliaLin @KPK_RI Apa iya kpk berani mba? Lah sodaranya sendiri koq,0
@ApriliaLin @KPK_RI Mimpi,0
@Ubaidullah_Sdq Matur nuwun yai,0
@Ubaidullah_Sdq Ditunggu pdf nya🙏,0
@Ubaidullah_Sdq Yi beyd wau ndalu kok mboten ketingal wonten istighotsah kalih yai😄,0
"@YudhiHariWb abang sobat slh satu penyelamatku klo lg sakit di bintaro krn bs anterin makan smpe dpn kamar mskipun hrs nunggu agk lama:"")",0
Semoga pandemi ini segera berakhir sehingga tdk ada lagi korban meninggal krn virus C-19 https://t.co/n9nPJ0TYtM,0
"Ajaklah umat mu pake masker.... Apa mau lsg nyalahkan pemerintah? Arahnya kan kesitu, cmn ya mikirlah https://t.co/eOnirBB29E",0
@aniesbaswedan @hum_initiative @dinkesJKT Jaga unit ini utk jangka panjangpns hrs rajin rawat,0
@YudhiHariWb @bangelicc @windalv @esbatulejen aku tau kalian rang baik,0
Berhasil kendalikan @jokowi bersyukur... Nih orang mikir apa tdk ya??? https://t.co/6kt8mcWx9S,0
"@jokowi Betul sekali pak presidenku semangat pak semoga vaksin nya lancar wabah covit ini cepat berlalu ,AAMIIN YA AALLH 🤲🏻🤲🏻",0
@jokowi Semoga pak Jokowi sehar sehat selalu dan TYME selalu menyertai bpk,0
@jokowi Pa presiden yg beneran pnh ngetwit g sih?,0
"@jokowi Maaf numpang blow up kejahatan @AXA_Mandiri Jelas2 saya menolak asuransi, saya meminta untuk buka rekening tabungan haji. Knpa kalian tiba2 auto debet uang saya ke asuransi? Data2 di polis juga banyak yg palsu, alamat email, rumah &amp; gaji pekerjaan org tua saya. https://t.co/u1WadXUCFf",0
"@Ubaidullah_Sdq Halo orangorang baik, minta bantuannya ya untuk retweet cerita Mbok Tumiyem yang butuh bantuan kita semua 😁 https://t.co/GrBmQltddD",0
"@Ubaidullah_Sdq @dodicktan ,Alhamdulillah. Nderek bingah, Yai.

Nyuwun file pdf. Nipun yi 🙏",0
"@Ubaidullah_Sdq Boleh minta softcopy nya, file PDF?",0
"Yaaak masker 3 lapis, kolor juga 3 lapis.... https://t.co/y8SYR3KiQa",0
@jokowi Slm sehat,0
@Ubaidullah_Sdq Minta pdfnya yai 🙏🏻,0
"@Ubaidullah_Sdq @Kang_Suswan Semoga bisa disebarkan yai,",0
Klau di tailen minta wakaf https://t.co/EFmI00TK4b,0
Siip dah☕️👍🏻 https://t.co/Czmf1nADxz,0
cak rata yekan... https://t.co/A06giuKo49,0
"Wonten pdf/e-book ipun Mbah Yai? 
Ben saget dipun share ten ranting2 🙏 https://t.co/rC7EGjcQoB",0
"Boooonng, ebong.. Buka mata buka hati buka kupingnya lebar lebar. https://t.co/l6d7iwJvgq",0
Jawaban yang tepat dan tegas..dari seorang yg cerdas.. https://t.co/07P7ogSwG3,0
Mantap 👍👍 https://t.co/kTraAmkgYJ,0
Dengerin nih https://t.co/BpWfovDntc,0
Pemerintah Pusat seharusnya malu pada DKI Jakarta. https://t.co/pAmn1cPXgo,0
Pusat itu lagi nyari masalah pak' sedang pusat sendiri aja lagi pusing masalah dana wakaf😂 https://t.co/yj6SkJuWui,0
Itu adalah jawaban cerdas sang gubernur.. https://t.co/XDmlJlVuhT,0
"Bosen liat gubernur satu ini, ngomongnya enak sementara kerjanya?
Bknnya kerdja³ tp malah berkinerja terstruktur &amp; sistematis sehingga menyabet banyak penghargaan.
Dah.. Jika ada kesalahan sy minta wakaf disalurkan ke pihak eligible.
Semoga lekas jadi Presiden Pak @aniesbaswedan https://t.co/uSDoqmWhbP",0
Anis Memang keren https://t.co/tM8M7A9qh3,0
@aniesbaswedan @hum_initiative @dinkesJKT Hoeee masih terima bantuan juga...10T buat apa tuh,0
@DamarJuniarto Semoga para Suster lekas pulih🙏,0
Bab bupati sleman sek bar divaksin trus positif niku pripun pak? https://t.co/5ZexuD3KcC,0
"Presiden Indonesia, Joko Widodo selesai menerima suntikan dos kedua vaksin Sinovac Covid-19
pada 27 Jan. https://t.co/4BBAqg0jPx",0
Semoga para suster segera pulih dan terjaga kesehatannya...aamiin. https://t.co/Ll8YB8Qmbt,0
Hampir semuanya kek gini deh :(( https://t.co/LJQZePaWZi,0
Ketika ada BLT dari pemerintah via kantor pos : https://t.co/22rkSnHXUT,0
waspada penyebaran covid-19 . . #PoldaJatim #PolresMadiun #MadiunKabupaten #AKBPBagoesWibisono #lawancovid19  @polisi_indonesia @alumni_akpol_ @rb460es @e_frestya @divisihumaspolri @humaspoldajatim @polisi_madiun https://t.co/oK3YAP6gqN,0
Kalo dunia berdagang nama e bapak seng terakhir iku tangan ke 5 https://t.co/eBfeHSujkE,0
She all lah Dika ni. Elok Covid-19 je yang singgah ke dia.,0
@aniesbaswedan @hum_initiative @dinkesJKT Alhamdulillah Subhanallah barakallahu,0
"Semoga Allah SWT,memberikan kesembuhan bagi suster&amp;perawat di Biara St Anna🙏 https://t.co/2vktLyIBNV",0
Semoga segera pulih kembali.... https://t.co/PsHAOOgNWF,0
Semoga lekas sembuh 🙏 https://t.co/EVU0iMbrX9,0
Ya Tuhan :( Semoga semua diberikan kesembuhan. Amin https://t.co/C0ngY5lqr2,0
"Semoga Allah yg Maha Baik memberikan kesembuhan, kekuatan dan pertolongan. https://t.co/QI56H4qB0v",0
Semoga Tuhan melindungi para suster semua 🙏🙏🙏 https://t.co/RNkqHeChSv,0
Lekas sembuh dan Tuhan Yesus memberkati🙏. https://t.co/05P5dK5g1l,0
"Vaksin yg ada buat jenis covid farian yg mana pak ?
Katanya ada corona jenis"" baru https://t.co/fBDPiCnJbx",0
madam jg dpt paling banyak juga itu 😪😅 https://t.co/uo14Y1lm8X,0
Berdoa untuk Indonesia... semoga Tuhan membimbing Pak Jkw dan jajarannya memimpin bangsa ini segera keluar dari bencana covid 19 amin 🙏🙏🙏 https://t.co/cxxtHSpzCb,0
"Di negeri +62 pemimpinnya malah bersyukur dan minta wakaf ke ummat 
#MukaTembok https://t.co/0IXrn9S6pS",0
"Bpk. Goodbener Indonesia @aniesbaswedan 

Cc: Bpk. Presiden Kebanggaan Indonesia @jokowi 
😆😆 https://t.co/oCGR9dBUwH",0
"@aniesbaswedan @hum_initiative @dinkesJKT Semoga Masyarakat Jakarta bisa dirawat dengan baik.
Dan tidak menyerahkan tugasnya kepada pemerintah pusat.
Karena pusat sudah memberi dana besar untuk penangan covid kepada pemda Jakarta. Jadi pergunakanlah untuk melayani penderita covid.",0
@aniesbaswedan @hum_initiative @dinkesJKT Selalu ada jalannya GOODBENER,0
@aniesbaswedan @hum_initiative @dinkesJKT Gubernurnya si @Aryprasetyo85  msh jahit baju....,0
@aniesbaswedan @hum_initiative @dinkesJKT Dulu katanya mau bikin lab sendiri secara diam diam Bro....,0
@aniesbaswedan @hum_initiative @dinkesJKT Alhamdulillah untuk segera dimanfaatkan untuk membantu antisipasi tambah an yg terpapar di DKI,0
"@fahiraidris @DPDRI @DKIJakarta @republikaonline @kumparan @aniesbaswedan @CNNIndonesia @kompascom @rmol_id @muhammadhamim alhamdullilah ada senator yg sngt
mmperhatikn ke hidupan rkyt miskin.

klw bisa scr lgls aja mb.lbh afdol n
tdk di rampok ol maling2 br dasi.. https://t.co/egjy7rP2Tj",0
@aniesbaswedan @hum_initiative @dinkesJKT 🤔kok bisa ya,0
@fahiraidris @PutraWadapi @DPDRI @DKIJakarta @republikaonline @kumparan @aniesbaswedan @CNNIndonesia @kompascom @rmol_id @muhammadhamim Jazakillah khair,0
@fahiraidris @DPDRI @DKIJakarta @republikaonline @kumparan @aniesbaswedan @CNNIndonesia @kompascom @rmol_id @muhammadhamim Tunjanganya nggak?,0
Maju terus pak https://t.co/LmqFeiVjT0,0
Semoga cepat sembuh semua suster dan perawat Amin https://t.co/jZWbZMm8bD,0
Semoga diberikan kesembuhan.. so be it.. https://t.co/zQ8mZtmxRw,0
semoga lekas pulih sehat selalu🙏 https://t.co/WHNKpcqXMG,0
